0.2 3
0.5 5
0.1 10
0.05 5
0.5 20
0.05 5
299
0009600008 0 2017 3 21 2 0 5 43 2 110
0009600009 0 2017 3 21 2 0 3 1 5 21
0009600010 0 2017 3 21 2 1 3 4 2 8
0009600011 0 2017 3 21 2 1 15 28 4 68
0009600012 0 2017 3 21 2 0 3 2 7 9
0009600013 1 2017 3 21 3 0 2 2 2 8
0009600015 1 2017 3 21 3 0 1 3 1 4
0009600016 0 2017 3 21 3 0 5 14 1 28
0009600017 1 2017 3 21 4 0 1 0 0 0
0009600018 0 2017 3 21 4 1 2 8 3 11
0009600020 1 2017 3 21 4 0 1 3 2 2
0009600021 0 2017 3 21 4 2 22 24 6 93
0009600022 0 2017 3 21 6 0 13 14 5 55
0009600023 1 2017 3 21 6 0 1 0 1 2
0009600024 0 2017 3 21 6 0 7 15 5 38
0009600025 1 2017 3 21 6 0 1 0 0 5
0009600026 1 2017 3 21 6 0 2 1 0 4
0009600027 0 2017 3 21 7 2 1 2 6 11
0009600028 0 2017 3 21 7 2 3 8 3 25
0009600029 0 2017 3 21 8 1 7 17 4 48
0009600030 1 2017 3 21 8 2 1 0 0 1
0009600031 1 2017 3 21 8 2 2 0 0 1
0009600032 0 2017 3 21 8 1 13 12 8 54
0009600033 1 2017 3 21 9 2 2 2 0 7
0009600034 1 2017 3 21 10 1 1 1 1 7
0009600035 1 2017 3 21 10 2 1 1 2 6
0009600037 0 2017 3 21 10 1 4 6 4 16
0009600039 1 2017 3 21 11 1 2 1 2 7
0009600040 1 2017 3 21 11 1 1 1 3 8
0009600041 0 2017 3 21 11 1 8 70 11 196
0009600042 0 2017 3 21 11 1 2 4 3 11
0009600043 0 2017 3 21 11 1 3 22 4 39
0009600044 0 2017 3 21 11 2 11 10 1 26
0009600045 1 2017 3 21 11 1 1 1 0 3
0009600047 1 2017 3 21 11 2 1 1 0 6
0009600048 0 2017 3 21 12 1 4 6 2 35
0009600049 1 2017 3 21 12 1 1 2 1 7
0009600050 1 2017 3 21 12 1 1 1 1 4
0009600051 1 2017 3 21 12 1 1 1 1 5
0009600052 1 2017 3 21 12 1 1 2 1 4
0009600053 0 2017 3 21 12 2 4 23 6 50
0009600054 0 2017 3 21 12 1 4 11 3 36
0009600055 1 2017 3 21 12 2 2 0 0 3
0009600056 0 2017 3 21 12 1 3 5 8 16
0009600057 0 2017 3 21 13 1 6 4 2 37
0009600058 1 2017 3 21 13 2 2 2 2 3
0009600059 1 2017 3 21 13 2 1 0 1 5
0009600060 0 2017 3 21 13 1 3 7 2 21
0009600061 0 2017 3 21 13 2 18 18 6 33
0009600063 1 2017 3 21 14 1 2 2 2 6
0009600064 1 2017 3 21 15 1 2 1 3 5
0009600065 0 2017 3 21 15 2 4 3 2 22
0009600066 1 2017 3 21 15 2 1 0 2 2
0009600067 1 2017 3 21 15 2 1 0 2 2
0009600068 1 2017 3 21 15 2 1 1 2 6
0009600070 0 2017 3 21 15 1 7 24 5 100
0009600073 0 2017 3 21 16 2 6 1 2 18
0009600074 0 2017 3 21 16 1 12 55 4 85
0009600075 0 2017 3 21 16 0 4 8 2 52
0009600076 0 2017 3 21 16 0 3 4 3 29
0009600077 0 2017 3 21 16 2 8 22 4 27
0009600078 1 2017 3 21 16 2 1 0 1 7
0009600079 1 2017 3 21 17 2 2 1 3 4
0009600080 0 2017 3 21 17 2 3 1 1 13
0009600081 0 2017 3 21 17 2 9 17 11 74
0009600082 0 2017 3 21 17 2 31 46 5 155
0009600083 0 2017 3 21 17 2 2 3 5 7
0009600084 1 2017 3 21 17 2 1 1 1 6
0009600085 0 2017 3 21 17 1 1 4 2 16
0009600086 0 2017 3 21 18 2 3 1 1 12
0009600087 0 2017 3 21 18 2 5 2 1 40
0009600088 0 2017 3 21 17 2 1 1 2 5
0009600089 0 2017 3 21 18 1 4 7 2 14
0009600090 0 2017 3 21 18 1 12 21 5 55
0009600091 1 2017 3 21 18 2 1 0 0 0
0009600092 1 2017 3 21 19 1 1 2 3 10
0009600093 1 2017 3 21 19 2 1 2 0 4
0009600094 0 2017 3 21 19 1 7 6 2 31
0009600095 0 2017 3 21 19 0 9 9 6 27
0009600096 0 2017 3 21 19 0 2 3 5 25
0009600097 0 2017 3 21 19 0 24 84 8 120
0009600098 0 2017 3 21 20 0 3 1 3 12
0009600100 1 2017 3 21 20 2 1 1 1 4
0009600101 1 2017 3 21 20 0 1 1 2 4
0009600102 0 2017 3 21 19 0 7 8 4 8
0009600103 0 2017 3 21 21 1 9 10 2 30
0009600104 1 2017 3 21 21 0 3 1 2 7
0009600105 1 2017 3 21 21 0 1 2 4 7
0009600106 0 2017 3 21 21 1 36 12 4 32
0009600107 1 2017 3 21 21 2 1 0 1 5
0009600110 0 2017 3 21 21 1 3 8 1 10
0009600111 0 2017 3 21 21 0 3 2 7 17
0009600112 1 2017 3 21 21 0 1 1 2 4
0009600113 1 2017 3 21 21 0 1 2 1 2
0009600114 0 2017 3 21 21 1 6 3 1 13
0009600115 0 2017 3 21 22 1 9 4 5 23
0009600116 1 2017 3 21 22 0 2 2 0 4
0009600117 1 2017 3 21 22 0 1 1 2 0
0009600118 0 2017 3 21 22 0 4 4 2 30
0009600119 0 2017 3 21 23 0 5 27 4 44
0009600121 1 2017 3 21 23 0 3 1 2 3
0009600123 1 2017 3 21 23 0 1 0 2 3
0009600124 1 2017 3 21 23 0 2 1 1 3
0009600125 1 2017 3 22 1 0 1 0 2 3
0009600126 1 2017 3 22 1 0 1 0 0 0
0009600128 0 2017 3 22 1 0 4 9 3 23
0009600129 0 2017 3 22 1 1 3 4 1 16
0009600130 1 2017 3 22 2 0 1 1 2 13
0009600131 1 2017 3 22 2 0 1 0 0 1
0009600132 1 2017 3 22 2 0 1 0 1 0
0009600133 1 2017 3 22 3 0 2 1 2 3
0009600134 1 2017 3 22 3 0 1 2 0 5
0009600135 1 2017 3 22 3 2 2 2 2 3
0009600137 1 2017 3 22 4 2 1 0 0 0
0009600138 1 2017 3 22 4 1 1 1 0 5
0009600139 1 2017 3 22 4 2 1 1 1 1
0009600140 0 2017 3 22 4 1 14 16 7 40
0009600141 0 2017 3 22 5 0 5 4 1 12
0009600144 0 2017 3 22 5 1 10 6 4 24
0009600145 1 2017 3 22 5 0 1 3 4 8
0009600148 0 2017 3 22 7 1 7 5 0 12
0009600149 1 2017 3 22 8 1 1 2 3 7
0009600150 0 2017 3 22 8 1 5 8 8 37
0009600151 0 2017 3 22 8 1 2 5 7 27
0009600152 0 2017 3 22 8 1 3 1 1 10
0009600153 1 2017 3 22 8 2 1 2 1 3
0009600154 1 2017 3 22 9 1 1 1 2 3
0009600155 0 2017 3 22 9 1 6 18 5 35
0009600156 0 2017 3 22 10 1 5 21 3 33
0009600158 0 2017 3 22 10 1 6 19 9 112
0009600159 0 2017 3 22 10 2 11 107 16 360
0009600160 1 2017 3 22 10 2 1 2 2 0
0009600163 1 2017 3 22 10 1 2 2 2 4
0009600164 1 2017 3 22 10 2 2 0 0 3
0009600166 1 2017 3 22 10 1 2 1 2 0
0009600168 0 2017 3 22 11 1 6 5 2 27
0009600169 0 2017 3 22 11 1 5 2 2 17
0009600170 1 2017 3 22 11 2 1 0 1 0
0009600171 0 2017 3 22 11 1 10 17 7 86
0009600172 0 2017 3 22 11 1 5 2 2 11
0009600173 1 2017 3 22 11 2 1 3 0 4
0009600175 0 2017 3 22 12 1 5 11 3 14
0009600176 0 2017 3 22 12 2 6 10 1 27
0009600177 0 2017 3 22 12 1 8 14 2 22
0009600178 1 2017 3 22 12 1 3 3 2 3
0009600179 0 2017 3 22 12 1 5 2 3 11
0009600180 0 2017 3 22 12 2 4 11 2 20
0009600181 1 2017 3 22 12 2 1 1 1 2
0009600182 0 2017 3 22 13 2 3 3 2 5
0009600183 0 2017 3 22 13 0 8 46 6 154
0009600184 0 2017 3 22 13 2 11 16 7 82
0009600185 0 2017 3 22 13 2 3 9 4 29
0009600186 0 2017 3 22 14 1 13 28 4 76
0009600187 1 2017 3 22 14 1 1 2 3 6
0009600188 1 2017 3 22 14 2 2 0 1 3
0009600190 0 2017 3 22 15 2 4 6 5 15
0009600191 0 2017 3 22 15 1 72 150 11 286
0009600192 1 2017 3 22 15 1 4 2 1 10
0009600193 0 2017 3 22 15 2 5 4 3 23
0009600194 0 2017 3 22 16 0 106 104 16 1050
0009600195 1 2017 3 22 16 2 1 4 3 5
0009600196 0 2017 3 22 16 2 6 8 2 22
0009600197 0 2017 3 22 17 1 13 38 4 57
0009600198 1 2017 3 22 17 1 1 2 1 6
0009600199 1 2017 3 22 17 1 1 1 1 2
0009600200 1 2017 3 22 17 1 1 1 3 2
0009600201 1 2017 3 22 17 1 1 1 3 2
0009600202 1 2017 3 22 17 1 1 1 2 1
0009600203 0 2017 3 22 17 1 2 2 5 11
